loan_status,loan_status_numeric,loan_amnt,issue_d,term,int_rate,installment,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,title,purpose,emp_title,emp_length,home_ownership,annual_inc,verification_status,acc_now_delinq,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,tot_coll_amt,tot_cur_bal,total_acc,total_rev_hi_lim,dti,grade,sub_grade
Current,5,12000,2018-09-01, 36 months,7.21,371.68,1853.59,1516.01,337.58,0.0,Debt consolidation,debt_consolidation,Dental assistant ,2 years,RENT,30600.0,Source Verified,0.0,0.0,2011-06-01,0.0,,,10.0,0.0,12129,44.1,0.0,13466.0,18.0,27500.0,17.37,A,A3
Current,5,32000,2018-04-01, 36 months,12.61,1072.21,10699.68,7717.38,2982.3,0.0,Debt consolidation,debt_consolidation,Driver,4 years,RENT,175000.0,Source Verified,0.0,0.0,2004-08-01,0.0,,47.0,5.0,3.0,15433,87.7,0.0,40665.0,9.0,17600.0,6.67,C,C1
Charged Off,0,16000,2016-05-01, 36 months,9.75,514.4,12842.67,10608.04,2234.63,0.0,Credit card refinancing,credit_card,Manager,10+ years,OWN,55000.0,Verified,0.0,0.0,1989-05-01,1.0,,,12.0,0.0,19389,70.0,0.0,68278.0,25.0,27700.0,30.63,B,B3
Current,5,15000,2018-09-01, 60 months,18.94,388.62,1927.32,782.45,1144.87,0.0,Debt consolidation,debt_consolidation,Transportation Security Officer,1 year,RENT,46350.0,Source Verified,0.0,0.0,2004-02-01,0.0,52.0,,16.0,0.0,10180,21.5,0.0,41593.0,26.0,47300.0,28.51,D,D2
Fully Paid,6,11000,2018-04-01, 36 months,6.71,338.2,11415.2599806723,11000.0,415.26,0.0,Home improvement,home_improvement,Sr. Maintenance Manager,9 years,MORTGAGE,105000.0,Source Verified,0.0,0.0,1988-08-01,1.0,48.0,,14.0,0.0,2645,6.6,0.0,128593.0,17.0,39800.0,6.13,A,A3
Current,5,40000,2018-04-01, 60 months,13.58,922.05,9190.32,4940.23,4250.09,0.0,Home improvement,home_improvement,Lead,10+ years,MORTGAGE,121000.0,Verified,0.0,0.0,2008-03-01,1.0,,,22.0,0.0,1576,3.7,509.0,321705.0,31.0,42700.0,14.8,C,C2
Current,5,20000,2018-03-01, 60 months,10.9,433.86,4760.35,2903.61,1856.74,0.0,Home improvement,home_improvement,Senior Manager Community Development,10+ years,MORTGAGE,58000.0,Not Verified,0.0,0.0,2006-12-01,0.0,,,6.0,0.0,1022,33.0,0.0,281738.0,10.0,3100.0,20.32,B,B4
Current,5,27825,2016-10-01, 60 months,14.99,661.81,18507.51,10456.13,8051.38,0.0,Moving and relocation,moving,Director ,2 years,OWN,125000.0,Source Verified,0.0,1.0,1989-11-01,0.0,6.0,,7.0,0.0,7632,21.9,0.0,73016.0,13.0,34900.0,21.73,C,C4
Current,5,16000,2017-02-01, 60 months,11.44,351.4,8448.72,5334.55,3114.17,0.0,Debt consolidation,debt_consolidation,Locksmith,3 years,RENT,106000.0,Source Verified,0.0,0.0,2005-05-01,0.0,69.0,,15.0,0.0,30594,44.3,0.0,45290.0,20.0,69000.0,19.96,B,B4
Fully Paid,6,6500,2017-03-01, 36 months,11.49,214.32,7243.0287632581,6500.0,728.03,15.0,Debt consolidation,debt_consolidation,Aircraft technician ,< 1 year,RENT,50000.0,Not Verified,0.0,0.0,2002-09-01,2.0,,,6.0,0.0,4040,89.8,0.0,36919.0,8.0,4500.0,11.52,B,B5
Fully Paid,6,24750,2016-05-01, 60 months,19.99,655.59,32989.9476387535,24750.0,8239.95,0.0,Debt consolidation,debt_consolidation,Driver,10+ years,RENT,53000.0,Verified,0.0,0.0,2005-04-01,0.0,42.0,91.0,5.0,1.0,3776,72.6,108.0,77896.0,18.0,5200.0,29.89,E,E1
Current,5,20000,2018-04-01, 36 months,10.41,649.21,6976.87,5475.69,1501.18,0.0,Debt consolidation,debt_consolidation,Director,10+ years,MORTGAGE,80000.0,Not Verified,0.0,0.0,2006-07-01,0.0,27.0,,9.0,0.0,24036,73.1,0.0,30727.0,13.0,32900.0,16.08,B,B3
Charged Off,0,15050,2017-05-01, 60 months,22.74,422.03,6733.47,2529.77,4203.7,0.0,Other,other,production,1 year,RENT,42800.0,Verified,0.0,0.0,2004-09-01,0.0,61.0,,6.0,0.0,6915,74.4,0.0,40473.0,9.0,9300.0,20.58,E,E1
Fully Paid,6,11050,2017-10-01, 36 months,10.91,361.3,11592.3940614412,11050.0,542.39,0.0,Credit card refinancing,credit_card,facilities manager,10+ years,OWN,75000.0,Not Verified,0.0,1.0,1989-10-01,0.0,7.0,,8.0,0.0,11976,56.8,0.0,251734.0,18.0,21100.0,20.21,B,B4
Current,5,7100,2016-07-01, 36 months,13.99,242.63,7516.01,5927.94,1588.07,0.0,Debt consolidation,debt_consolidation,Library Page,6 years,RENT,17807.4,Verified,0.0,0.0,1982-11-01,0.0,,,5.0,0.0,10034,45.0,0.0,10034.0,11.0,22300.0,25.49,C,C3
Current,5,10000,2018-12-01, 36 months,7.02,308.87,609.94,502.2,107.74,0.0,Debt consolidation,debt_consolidation,Sales,3 years,RENT,48000.0,Not Verified,0.0,0.0,2004-02-01,0.0,71.0,,14.0,0.0,13804,38.1,0.0,21056.0,27.0,36200.0,19.2,A,A2
Current,5,2000,2017-11-01, 36 months,12.62,67.03,1004.05,743.0,261.05,0.0,Major purchase,major_purchase,SPRAYER,6 years,RENT,35000.0,Source Verified,0.0,0.0,2012-11-01,1.0,50.0,,12.0,0.0,2090,15.8,0.0,11594.0,19.0,13200.0,20.34,C,C1
Current,5,32000,2018-08-01, 60 months,15.02,761.62,4516.32,2235.46,2280.86,0.0,Credit card refinancing,credit_card,Teacher/Instructor,5 years,MORTGAGE,130000.0,Source Verified,0.0,0.0,2005-10-01,0.0,30.0,,29.0,0.0,24147,72.1,88.0,493136.0,43.0,33500.0,12.19,C,C3
Fully Paid,6,11000,2016-05-01, 36 months,5.32,331.27,11596.78306128,11000.0,596.78,0.0,Debt consolidation,debt_consolidation,Firefighter,1 year,RENT,75000.0,Not Verified,0.0,0.0,1996-02-01,0.0,,,13.0,0.0,2254,8.6,0.0,46840.0,24.0,26200.0,22.02,A,A1
Current,5,20000,2017-06-01, 36 months,11.99,664.2,13257.36,10224.06,3033.3,0.0,Major purchase,major_purchase,Manager ,7 years,RENT,130000.0,Source Verified,0.0,0.0,2007-06-01,0.0,,,20.0,0.0,2188,6.2,0.0,36003.0,25.0,35500.0,11.18,B,B5
Current,5,33000,2018-02-01, 36 months,10.91,1078.98,12927.76,9829.33,3098.43,0.0,Debt consolidation,debt_consolidation,Manager ,10+ years,RENT,80000.0,Not Verified,0.0,0.0,2006-05-01,0.0,,,8.0,0.0,14427,58.9,0.0,44198.0,19.0,24500.0,22.05,B,B4
Fully Paid,6,21000,2018-04-01, 36 months,9.43,672.01,21110.0183333326,21000.0,110.02,0.0,Other,other,Administrator,10+ years,RENT,109000.0,Source Verified,0.0,0.0,1992-07-01,0.0,66.0,,8.0,0.0,7487,36.7,0.0,26831.0,11.0,20400.0,9.02,B,B1
Fully Paid,6,18000,2016-09-01, 60 months,13.99,418.74,20004.8565122424,18000.0,2004.86,0.0,Debt consolidation,debt_consolidation,Director,5 years,RENT,179000.0,Source Verified,0.0,0.0,1999-08-01,1.0,27.0,,9.0,0.0,12971,43.2,0.0,29737.0,28.0,30000.0,6.74,C,C3
Fully Paid,6,10000,2016-02-01, 36 months,9.16,318.75,11297.534579456002,10000.0,1297.53,0.0,Debt consolidation,debt_consolidation,Distribution Clerk,10+ years,RENT,65000.0,Not Verified,0.0,1.0,1993-01-01,1.0,80.0,28.0,4.0,1.0,8675,48.0,0.0,16265.0,32.0,18000.0,13.85,B,B2
Current,5,8000,2017-09-01, 36 months,7.97,250.59,4252.95,3541.18,711.77,0.0,Credit card refinancing,credit_card,Senior Sales Representative,2 years,RENT,115000.0,Not Verified,0.0,0.0,2001-04-01,0.0,35.0,,16.0,0.0,22624,38.3,0.0,48660.0,32.0,59800.0,19.4,A,A5
Charged Off,0,8200,2017-12-01, 36 months,22.91,317.04,1257.72,660.57,597.15,0.0,Other,other,Operation Manager,8 years,RENT,80000.0,Verified,0.0,1.0,1996-11-01,3.0,13.0,,9.0,0.0,3260,18.7,2741.0,78344.0,16.0,17400.0,29.04,E,E1
In Grace Period,4,14000,2017-04-01, 60 months,14.99,332.99,7039.43,3767.24,3272.19,0.0,Debt consolidation,debt_consolidation,Project Manager,10+ years,MORTGAGE,70000.0,Not Verified,0.0,2.0,2002-02-01,0.0,13.0,92.0,9.0,1.0,12436,48.2,0.0,25595.0,19.0,25800.0,13.72,C,C4
Current,5,7000,2017-12-01, 36 months,18.06,253.28,3534.3,2286.34,1247.96,0.0,Debt consolidation,debt_consolidation,Litigation Support Analyst,10+ years,MORTGAGE,70000.0,Source Verified,0.0,2.0,2003-04-01,0.0,11.0,,11.0,0.0,9485,73.5,0.0,116629.0,20.0,12900.0,24.21,D,D2
Fully Paid,6,9600,2018-01-01, 36 months,7.97,300.7,10275.4499923381,9600.0,675.45,0.0,Debt consolidation,debt_consolidation,night manager,10+ years,RENT,34000.0,Not Verified,0.0,0.0,2000-11-01,1.0,,,4.0,0.0,6681,37.1,0.0,6681.0,10.0,18000.0,6.11,A,A5
Current,5,18000,2016-09-01, 36 months,8.59,568.97,15944.04,13591.56,2352.48,0.0,Credit card refinancing,credit_card,Consultant,1 year,MORTGAGE,112800.0,Source Verified,0.0,0.0,1986-04-01,0.0,51.0,,13.0,0.0,20237,58.3,0.0,352067.0,35.0,34700.0,17.5,A,A5
Current,5,14000,2016-12-01, 36 months,7.49,435.43,11309.53,9791.8,1517.73,0.0,Debt consolidation,debt_consolidation,SPEECH THERAPIST,10+ years,MORTGAGE,65000.0,Source Verified,0.0,1.0,2001-09-01,0.0,18.0,,8.0,0.0,4269,27.5,0.0,181647.0,16.0,15500.0,24.45,A,A4
Fully Paid,6,25000,2016-07-01, 36 months,13.99,854.32,29112.1716134233,25000.0,4112.17,0.0,Business,small_business,President,10+ years,RENT,65000.0,Source Verified,0.0,0.0,2003-09-01,1.0,,69.0,9.0,1.0,1234,5.3,0.0,21013.0,19.0,23100.0,15.75,C,C3
Current,5,25200,2017-10-01, 60 months,30.94,829.92,13235.4,3513.42,9721.98,0.0,Other,other,Controller/Office Manager,2 years,OWN,60000.0,Source Verified,0.0,0.0,1998-01-01,0.0,50.0,,8.0,0.0,9356,65.9,0.0,12673.0,21.0,14200.0,13.0,G,G4
Current,5,8000,2018-12-01, 36 months,14.47,275.26,544.1,359.75,184.35,0.0,Credit card refinancing,credit_card,Teacher,2 years,MORTGAGE,37000.0,Not Verified,0.0,0.0,2008-09-01,0.0,51.0,,23.0,0.0,12935,22.5,0.0,97688.0,46.0,57400.0,31.69,C,C2
Current,5,10000,2016-09-01, 36 months,13.99,341.73,9903.53,7715.75,2187.78,0.0,Debt consolidation,debt_consolidation,Marketing Promotion Specialist,2 years,OWN,37000.0,Source Verified,0.0,0.0,2009-02-01,0.0,,,5.0,0.0,8679,40.2,0.0,8679.0,9.0,21600.0,8.43,C,C3
Current,5,16000,2017-07-01, 60 months,15.05,381.06,7226.76,3843.28,3383.48,0.0,Home improvement,home_improvement,Deli manager,10+ years,MORTGAGE,65000.0,Source Verified,0.0,0.0,2004-12-01,0.0,42.0,,18.0,0.0,14410,43.1,0.0,112746.0,33.0,33400.0,14.44,C,C4
Current,5,4000,2017-12-01, 36 months,10.42,129.86,1815.72,1409.62,406.1,0.0,Other,other,Leasing consultant,3 years,RENT,26956.0,Verified,0.0,0.0,2013-11-01,0.0,,,5.0,0.0,1423,43.1,111.0,22251.0,6.0,3300.0,27.11,B,B3
Current,5,8000,2018-09-01, 36 months,6.67,245.82,1226.14,1018.02,208.12,0.0,Debt consolidation,debt_consolidation,Teacher,10+ years,MORTGAGE,55000.0,Not Verified,0.0,0.0,1984-01-01,2.0,,,16.0,0.0,831,2.4,0.0,226880.0,29.0,35200.0,17.0,A,A2
In Grace Period,4,25000,2018-10-01, 60 months,13.56,576.02,2165.73,1194.14,971.59,0.0,Debt consolidation,debt_consolidation,,< 1 year,MORTGAGE,84000.0,Not Verified,0.0,0.0,2005-01-01,1.0,,,8.0,0.0,21383,57.0,0.0,303471.0,27.0,37500.0,14.99,C,C1
Charged Off,0,13000,2017-09-01, 36 months,12.62,435.65,5626.08,3134.85,1155.61,0.0,Moving and relocation,moving,Executive Chef,3 years,RENT,100000.0,Source Verified,0.0,0.0,2006-07-01,0.0,60.0,60.0,10.0,1.0,5772,34.2,636.0,37663.0,22.0,16900.0,13.31,C,C1
Current,5,25200,2018-02-01, 60 months,26.3,758.99,9250.54,2800.54,6450.0,0.0,Debt consolidation,debt_consolidation,Assistant Operations Officer,10+ years,RENT,43000.0,Not Verified,0.0,0.0,1980-12-01,2.0,64.0,86.0,9.0,1.0,7187,37.6,0.0,22375.0,17.0,19100.0,22.83,E,E5
Fully Paid,6,16775,2016-12-01, 36 months,14.99,581.43,18801.9453791167,16775.0,2026.95,0.0,Credit card refinancing,credit_card,Senior Account Executive,4 years,MORTGAGE,250000.0,Source Verified,0.0,0.0,1993-06-01,1.0,,,19.0,0.0,152696,74.2,0.0,547639.0,35.0,205900.0,29.56,C,C4
Current,5,18000,2016-08-01, 36 months,10.49,584.96,17527.82,14595.2,2932.62,0.0,Debt consolidation,debt_consolidation,Senior Account Executive,< 1 year,MORTGAGE,75000.0,Source Verified,0.0,3.0,1999-09-01,0.0,14.0,,5.0,0.0,15908,37.8,0.0,162811.0,27.0,42100.0,8.88,B,B3
Current,5,15000,2017-04-01, 36 months,5.32,451.73,9929.19,8881.48,1047.71,0.0,Debt consolidation,debt_consolidation,Financial Advisor,10+ years,MORTGAGE,140000.0,Not Verified,0.0,0.0,1998-09-01,0.0,41.0,,8.0,0.0,11969,30.9,0.0,454347.0,22.0,38700.0,9.2,A,A1
Current,5,10000,2018-08-01, 60 months,17.97,253.78,1512.7,648.02,864.68,0.0,Debt consolidation,debt_consolidation,Material Handler,5 years,RENT,30796.66,Not Verified,0.0,0.0,2003-09-01,0.0,24.0,,8.0,0.0,10775,43.4,0.0,12945.0,34.0,24800.0,25.1,D,D1
Current,5,12000,2017-01-01, 60 months,15.99,291.76,7283.34,3881.64,3401.7,0.0,Debt consolidation,debt_consolidation,Estimator,1 year,RENT,48000.0,Source Verified,0.0,0.0,1998-12-01,2.0,29.0,,14.0,0.0,10638,41.1,0.0,14642.0,21.0,25900.0,11.95,C,C5
Current,5,5600,2018-11-01, 36 months,8.81,177.59,534.15,412.45,121.7,0.0,Home improvement,home_improvement,Logistics Manager,10+ years,MORTGAGE,42240.0,Not Verified,0.0,0.0,2001-10-01,0.0,,,2.0,0.0,0,,0.0,83439.0,6.0,0.0,14.72,A,A5
Current,5,10000,2018-04-01, 60 months,25.81,298.29,2968.56,917.4,2051.16,0.0,Credit card refinancing,credit_card,Staff Accountant,< 1 year,MORTGAGE,42500.0,Verified,0.0,0.0,2010-01-01,0.0,,,7.0,0.0,8818,77.4,0.0,152527.0,10.0,11400.0,17.74,E,E4
Current,5,20000,2018-02-01, 36 months,9.43,640.01,8309.16,6743.95,1565.21,0.0,Credit card refinancing,credit_card,NURSE,4 years,OWN,80000.0,Not Verified,0.0,0.0,2004-09-01,0.0,24.0,,14.0,0.0,24104,62.8,0.0,149083.0,26.0,38400.0,12.94,B,B1
Fully Paid,6,6000,2016-03-01, 36 months,5.32,180.69,6429.904634523299,6000.0,429.9,0.0,Debt consolidation,debt_consolidation,Executive secretary,9 years,RENT,50000.0,Source Verified,0.0,0.0,1988-10-01,1.0,39.0,,13.0,0.0,5379,20.2,0.0,12355.0,29.0,26600.0,17.4,A,A1
Current,5,30000,2017-05-01, 60 months,19.03,778.72,16321.4,7478.58,8842.82,0.0,Debt consolidation,debt_consolidation,V.P. Family Service,10+ years,MORTGAGE,210000.0,Verified,0.0,3.0,1984-06-01,1.0,8.0,,19.0,0.0,33958,64.1,0.0,413108.0,51.0,53000.0,17.28,D,D3
Fully Paid,6,22400,2016-03-01, 36 months,9.16,713.99,25611.8937169613,22400.0,3211.89,0.0,Debt consolidation,debt_consolidation,manager,10+ years,MORTGAGE,106000.0,Not Verified,0.0,0.0,2000-11-01,0.0,,,28.0,0.0,38575,60.7,0.0,249862.0,58.0,63600.0,27.34,B,B2
Fully Paid,6,16000,2016-02-01, 36 months,11.47,527.39,18460.8943417602,16000.0,2460.89,0.0,Debt consolidation,debt_consolidation,Facility Manager,8 years,MORTGAGE,66000.0,Not Verified,0.0,1.0,2004-10-01,0.0,18.0,,11.0,0.0,16419,69.6,0.0,97543.0,21.0,23600.0,31.95,B,B5
Fully Paid,6,7500,2016-03-01, 36 months,9.16,239.06,7979.796088020799,7500.0,479.8,0.0,Debt consolidation,debt_consolidation,Shareholder,9 years,OWN,310000.0,Source Verified,0.0,0.0,1999-12-01,0.0,,,16.0,0.0,108236,54.5,0.0,1234976.0,40.0,153100.0,9.63,B,B2
Current,5,30000,2018-08-01, 60 months,12.73,678.46,4068.17,2219.4,1848.77,0.0,Debt consolidation,debt_consolidation,District Manager,7 years,MORTGAGE,85000.0,Source Verified,0.0,0.0,2005-01-01,0.0,43.0,,17.0,0.0,3424,8.6,0.0,306687.0,26.0,40000.0,15.88,B,B5
Fully Paid,6,30000,2017-09-01, 60 months,14.08,699.3,30997.3436698786,30000.0,997.34,0.0,Debt consolidation,debt_consolidation,Financial Planning,4 years,RENT,200000.0,Source Verified,0.0,0.0,2009-08-01,1.0,,,6.0,0.0,4007,16.2,0.0,37059.0,13.0,24700.0,5.36,C,C3
Current,5,30000,2017-05-01, 60 months,15.05,714.49,14941.58,8068.81,6872.77,0.0,Debt consolidation,debt_consolidation,Director of Financial Aid,10+ years,MORTGAGE,65272.0,Source Verified,0.0,0.0,2003-03-01,0.0,,,14.0,0.0,24390,54.6,0.0,155368.0,25.0,44700.0,13.7,C,C4
Current,5,14000,2018-05-01, 60 months,15.49,336.68,3018.07,1478.37,1539.7,0.0,Debt consolidation,debt_consolidation,Group Councelor,2 years,RENT,40000.0,Not Verified,0.0,0.0,2012-08-01,1.0,,,15.0,0.0,12927,79.0,0.0,63296.0,19.0,16340.0,26.79,C,C4
Current,5,18000,2016-03-01, 36 months,5.32,542.07,18967.13,17460.48,1506.65,0.0,Medical expenses,medical,,,RENT,82000.0,Not Verified,0.0,0.0,1973-10-01,0.0,49.0,,7.0,0.0,35660,78.0,0.0,41875.0,21.0,45700.0,23.65,A,A1
Fully Paid,6,6000,2016-10-01, 36 months,13.49,203.59,7043.1334627701,6000.0,1043.13,0.0,Credit card refinancing,credit_card,Credit Analyst,9 years,MORTGAGE,58346.0,Source Verified,0.0,0.0,1995-03-01,2.0,,47.0,10.0,1.0,3222,32.5,0.0,74596.0,31.0,9900.0,32.21,C,C2
Current,5,10000,2017-10-01, 60 months,25.82,298.34,4744.75,1568.68,3176.07,0.0,Debt consolidation,debt_consolidation,Sales manager,< 1 year,MORTGAGE,175000.0,Source Verified,0.0,0.0,2005-07-01,1.0,36.0,,17.0,0.0,22293,96.5,0.0,417258.0,40.0,23100.0,23.02,E,E4
Current,5,5000,2016-10-01, 36 months,17.99,180.74,4869.99,3488.99,1381.0,0.0,Debt consolidation,debt_consolidation,Liaison,1 year,RENT,23000.0,Verified,0.0,2.0,2009-11-01,1.0,15.0,,10.0,0.0,5721,53.5,0.0,13199.0,16.0,10700.0,20.39,D,D2
Fully Paid,6,19200,2016-10-01, 36 months,10.49,623.96,20406.723658419,19200.0,1206.72,0.0,Debt consolidation,debt_consolidation,Police officer ,10+ years,MORTGAGE,130000.0,Not Verified,0.0,2.0,2004-08-01,1.0,6.0,,16.0,0.0,14428,33.6,0.0,437373.0,30.0,43000.0,20.12,B,B3
Current,5,19000,2017-08-01, 60 months,13.59,438.07,7858.35,4422.68,3435.67,0.0,Debt consolidation,debt_consolidation,Teacher,10+ years,RENT,87000.0,Not Verified,0.0,0.0,2001-08-01,0.0,,,8.0,0.0,19067,83.6,0.0,25405.0,13.0,22800.0,16.69,C,C2
Current,5,18000,2018-05-01, 60 months,18.45,461.5,4116.6,1768.76,2347.84,0.0,Debt consolidation,debt_consolidation,Research Analyst,10+ years,RENT,41148.0,Not Verified,0.0,0.0,2009-12-01,0.0,,,29.0,0.0,3340,34.8,0.0,142463.0,37.0,9600.0,18.26,D,D2
Current,5,20000,2017-09-01, 60 months,12.62,451.19,7656.21,4457.85,3198.36,0.0,Home improvement,home_improvement,Senior Education Manager,9 years,RENT,94000.0,Not Verified,0.0,0.0,2006-06-01,0.0,,,22.0,0.0,12763,14.6,1555.0,17551.0,30.0,87300.0,9.65,C,C1
Current,5,12000,2018-06-01, 36 months,10.07,387.61,3094.17,2363.84,730.33,0.0,Debt consolidation,debt_consolidation,Medical Biller,7 years,MORTGAGE,32646.0,Verified,0.0,0.0,2009-05-01,0.0,,,14.0,0.0,10546,29.0,0.0,15712.0,16.0,36400.0,17.98,B,B2
Fully Paid,6,4000,2016-05-01, 36 months,16.29,141.21,4010.86,4000.0,10.86,0.0,Home improvement,home_improvement,driver,6 years,MORTGAGE,65000.0,Source Verified,0.0,0.0,2004-05-01,0.0,25.0,26.0,10.0,2.0,746,6.6,0.0,9963.0,15.0,11300.0,6.74,D,D1
Current,5,30000,2017-06-01, 60 months,12.62,676.78,13640.77,7995.16,5645.61,0.0,Debt consolidation,debt_consolidation,Aircraft modification lead,7 years,MORTGAGE,100000.0,Source Verified,0.0,0.0,2003-07-01,0.0,47.0,,7.0,0.0,811,1.5,0.0,265190.0,18.0,53400.0,13.02,C,C1
Current,5,16000,2017-08-01, 36 months,12.62,536.18,9640.02,7248.98,2391.04,0.0,Debt consolidation,debt_consolidation,Executive Vice President,7 years,MORTGAGE,183840.0,Source Verified,0.0,0.0,2001-04-01,0.0,38.0,,14.0,0.0,34597,96.1,0.0,312559.0,34.0,36000.0,18.68,C,C1
Current,5,12000,2018-12-01, 60 months,15.02,285.61,561.21,272.51,288.7,0.0,Credit card refinancing,credit_card,Controller,3 years,MORTGAGE,105000.0,Not Verified,0.0,1.0,1992-01-01,0.0,5.0,,18.0,0.0,22969,57.4,1850.0,242067.0,28.0,40000.0,19.6,C,C3
Current,5,32000,2017-01-01, 60 months,12.74,723.85,18050.95,10931.99,7118.96,0.0,Home improvement,home_improvement,Regional Risk Coordinator,8 years,MORTGAGE,100000.0,Verified,0.0,0.0,1999-03-01,0.0,32.0,,5.0,0.0,12536,96.4,0.0,72171.0,25.0,13000.0,29.5,C,C1
Charged Off,0,10000,2018-03-01, 36 months,21.85,381.13,356.85,199.05,157.8,0.0,Other,other,,,RENT,64800.0,Source Verified,0.0,0.0,1987-12-01,1.0,61.0,,5.0,0.0,276,3.9,0.0,24894.0,11.0,7000.0,3.24,D,D5
Current,5,21600,2017-09-01, 60 months,12.62,487.28,7894.92,4498.97,3395.95,0.0,Debt consolidation,debt_consolidation,Construction Laborer,10+ years,MORTGAGE,68000.0,Verified,0.0,0.0,2003-02-01,0.0,,,7.0,0.0,12055,98.0,0.0,228003.0,21.0,12300.0,29.46,C,C1
Fully Paid,6,20000,2018-09-01, 36 months,6.11,609.44,20277.70974538,20000.0,277.71,0.0,Debt consolidation,debt_consolidation,Network Engineer,5 years,RENT,80000.0,Source Verified,0.0,0.0,2012-09-01,0.0,,78.0,4.0,1.0,20564,51.7,0.0,20564.0,8.0,39800.0,8.16,A,A1
Current,5,6000,2017-10-01, 36 months,14.08,205.3,3074.81,2198.45,876.36,0.0,Credit card refinancing,credit_card,Massage Therapist,< 1 year,RENT,30000.0,Source Verified,0.0,0.0,1998-05-01,0.0,28.0,,10.0,0.0,18062,66.6,0.0,64873.0,21.0,27100.0,28.96,C,C3
Fully Paid,6,40000,2016-03-01, 36 months,13.67,1360.71,48650.647090176506,40000.0,8650.65,0.0,Debt consolidation,debt_consolidation,Attorney ,3 years,RENT,108000.0,Verified,0.0,0.0,1990-05-01,0.0,26.0,,7.0,0.0,8483,49.3,0.0,125233.0,18.0,17200.0,16.77,C,C3
Current,5,20000,2018-10-01, 36 months,18.94,732.52,2909.04,1707.31,1201.73,0.0,Debt consolidation,debt_consolidation,superintendent,7 years,MORTGAGE,156399.88,Source Verified,0.0,0.0,2003-06-01,1.0,81.0,,17.0,0.0,10793,40.7,289.0,365920.0,33.0,26500.0,19.5,D,D2
Current,5,3500,2016-06-01, 36 months,7.39,108.7,3725.53,3322.23,403.3,0.0,Debt consolidation,debt_consolidation,Regional Sales Managaer,3 years,MORTGAGE,70000.0,Not Verified,0.0,0.0,2006-08-01,0.0,,,11.0,0.0,19385,42.4,0.0,378874.0,22.0,45700.0,19.81,A,A4
Current,5,10000,2017-09-01, 60 months,30.99,329.65,5602.01,1500.09,4101.92,0.0,Car financing,car,Accountant,7 years,RENT,60000.0,Verified,0.0,0.0,2000-10-01,2.0,28.0,17.0,7.0,1.0,1536,24.8,0.0,47406.0,39.0,6200.0,10.74,G,G5
Fully Paid,6,17950,2016-12-01, 60 months,30.79,589.49,18882.5128507533,17950.0,932.51,0.0,Debt consolidation,debt_consolidation,Premier banker,2 years,MORTGAGE,60000.0,Source Verified,0.0,2.0,2004-02-01,1.0,12.0,,17.0,0.0,6657,62.8,631.0,165582.0,35.0,10600.0,17.64,G,G1
Fully Paid,6,2500,2017-04-01, 36 months,12.74,83.93,2892.4443472188,2500.0,392.44,0.0,Debt consolidation,debt_consolidation,Caregiver,10+ years,RENT,60000.0,Source Verified,0.0,0.0,2007-06-01,0.0,31.0,,12.0,0.0,4028,25.2,0.0,20906.0,22.0,16000.0,19.18,C,C1
Current,5,15000,2018-02-01, 36 months,10.91,490.45,5916.26,4467.94,1448.32,0.0,Credit card refinancing,credit_card,Material handler,10+ years,OWN,89000.0,Not Verified,0.0,0.0,1996-10-01,0.0,46.0,111.0,23.0,1.0,22172,30.0,0.0,221568.0,35.0,73800.0,17.89,B,B4
Fully Paid,6,9400,2016-06-01, 36 months,9.16,299.62,10366.589253176999,9400.0,966.59,0.0,Debt consolidation,debt_consolidation,Accounting Manager,3 years,MORTGAGE,55000.0,Source Verified,0.0,0.0,2005-11-01,0.0,74.0,,23.0,0.0,3974,36.8,0.0,303513.0,41.0,10800.0,22.87,B,B2
Current,5,10000,2017-09-01, 36 months,7.97,313.23,5320.48,4426.34,894.14,0.0,Home improvement,home_improvement,Regional Manager,9 years,MORTGAGE,65500.0,Not Verified,0.0,0.0,1992-05-01,2.0,,,16.0,0.0,40446,64.5,0.0,158419.0,22.0,62745.0,29.07,A,A5
Current,5,20000,2018-06-01, 60 months,21.85,550.68,4356.88,1590.61,2766.27,0.0,Debt consolidation,debt_consolidation,Program Associate,2 years,RENT,57679.0,Source Verified,0.0,0.0,2004-07-01,0.0,43.0,,14.0,0.0,17926,82.2,0.0,186806.0,22.0,21800.0,13.36,D,D5
Fully Paid,6,21000,2016-05-01, 36 months,16.29,741.31,26526.3752472354,21000.0,5526.38,0.0,Home improvement,home_improvement,Research & development ,10+ years,OWN,120000.0,Source Verified,0.0,0.0,1999-04-01,2.0,28.0,,9.0,0.0,16929,69.1,0.0,47744.0,11.0,24500.0,10.23,D,D1
Current,5,20000,2017-05-01, 60 months,11.49,439.76,9222.19,5742.56,3479.63,0.0,Debt consolidation,debt_consolidation,Agent,10+ years,MORTGAGE,120000.0,Not Verified,0.0,2.0,2004-07-01,0.0,6.0,,11.0,0.0,18389,47.2,0.0,158488.0,28.0,39000.0,17.1,B,B5
